#clade_name	NCBI_tax_id	additional_species	DM055	LG050	DM093	LG049	LG006	LG043	DM004	DM057	DM025	LG023	LG030	DM001	DM063	DM074	LG052	LG045	DM065	DM008	LG025	DM046	LG038	DM019	LG046	DM007	DM087	DM051	LG026	LG034	DM002	LG001
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis|t__SGB6962_group																0.19591																
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_sp_AF21_1AC|t__SGB5902																0.04454																
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB28319|s__GGB28319_SGB40892|t__SGB40892																0.01702																
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4744																0.01292								0.0042				0.01009				0.09474
k__Archaea|p__Euryarchaeota|c__CFGB343|o__OFGB343|f__FGB343|g__GGB781|s__GGB781_SGB1024|t__SGB1024																0.01077																
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4967																0.00151									0.00085							
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula|t__SGB969																0.00141		0.001								0.00211						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4751|t__SGB4751																0.00139																
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_348|t__SGB19880																0.00115		0.00058														
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris|t__SGB15878																0.00107											0.00655					
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia|o__Candidatus_Saccharimonales|f__Candidatus_Sacchiramonaceaea|g__Candidatus_Nanosynsacchari|s__Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1|t__SGB19882																0.00037		0.00046									0.00062					
k__Bacteria|p__Firmicutes|c__CFGB9475																	0.00174	0.00865			0.01418											
k__Bacteria|p__Firmicutes|c__CFGB9475|o__OFGB9475																	0.00174	0.00865			0.01418											
k__Bacteria|p__Firmicutes|c__CFGB9475|o__OFGB9475|f__FGB9475																	0.00174	0.00865			0.01418											
k__Bacteria|p__Firmicutes|c__CFGB9475|o__OFGB9475|f__FGB9475|g__GGB42711																	0.00174	0.00865			0.01418											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB9574																	0.00124						0.00208							0.00145		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalimonas																	0.00044			0.00202												
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila																	0.02348															
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens																	0.00431															
k__Bacteria|p__Firmicutes|c__CFGB3053|o__OFGB3053|f__FGB3053|g__GGB9581|s__GGB9581_SGB79823																	0.0034								0.01367							
k__Bacteria|p__Firmicutes|c__CFGB9475|o__OFGB9475|f__FGB9475|g__GGB42711|s__GGB42711_SGB59916																	0.00174	0.00865			0.01418											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB9574|s__GGB9574_SGB14987																	0.00124						0.00208							0.00145		
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_263_SSPC																	0.00069									0.00255						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_umbilicata																	0.00044			0.00202												
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14240																	0.20836					5.28252										
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila|t__SGB1797																	0.02348															
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB5054																	0.01001															
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens|t__SGB6191																	0.00431															
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB53790																	0.00409	0.0003														
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__SGB16986																	0.00361			0.01372						0.01076		0.01269	0.00286			0.00078
k__Bacteria|p__Firmicutes|c__CFGB3053|o__OFGB3053|f__FGB3053|g__GGB9581|s__GGB9581_SGB79823|t__SGB79823																	0.0034								0.01367							
k__Bacteria|p__Firmicutes|c__CFGB9475|o__OFGB9475|f__FGB9475|g__GGB42711|s__GGB42711_SGB59916|t__SGB59916																	0.00174	0.00865			0.01418											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB9574|s__GGB9574_SGB14987|t__SGB14987																	0.00124						0.00208							0.00145		
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_263_SSPC|t__SGB8255_group																	0.00069									0.00255						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_umbilicata|t__SGB4583																	0.00044			0.00202												
k__Bacteria|p__Firmicutes|c__CFGB1281																		0.40353								0.00913						
k__Bacteria|p__Firmicutes|c__CFGB1456																		0.21102														
k__Bacteria|p__Firmicutes|c__CFGB2832																		0.21034														
k__Bacteria|p__Firmicutes|c__CFGB1788																		0.09565														
k__Bacteria|p__Firmicutes|c__CFGB1289																		0.04248			0.19373											
k__Bacteria|p__Firmicutes|c__CFGB1462																		0.00806														
k__Bacteria|p__Firmicutes|c__CFGB9612																		0.00649														
k__Bacteria|p__Firmicutes|c__CFGB2897																		0.00427														
k__Bacteria|p__Verrucomicrobia|c__CFGB6128																		0.00018														
k__Bacteria|p__Firmicutes|c__CFGB1281|o__OFGB1281																		0.40353								0.00913						
k__Bacteria|p__Firmicutes|c__CFGB1456|o__OFGB1456																		0.21102														
k__Bacteria|p__Firmicutes|c__CFGB2832|o__OFGB2832																		0.21034														
k__Bacteria|p__Firmicutes|c__CFGB1788|o__OFGB1788																		0.09565														
k__Bacteria|p__Firmicutes|c__CFGB1289|o__OFGB1289																		0.04248			0.19373											
k__Bacteria|p__Firmicutes|c__CFGB1462|o__OFGB1462																		0.00806														
k__Bacteria|p__Firmicutes|c__CFGB9612|o__OFGB9612																		0.00649														
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified																		0.00453							0.00417				0.00046			
k__Bacteria|p__Firmicutes|c__CFGB2897|o__OFGB2897																		0.00427														
k__Bacteria|p__Verrucomicrobia|c__CFGB6128|o__OFGB6128																		0.00018														
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae																		0.54178												0.00177		
k__Bacteria|p__Firmicutes|c__CFGB1281|o__OFGB1281|f__FGB1281																		0.40353								0.00913						
k__Bacteria|p__Firmicutes|c__CFGB1456|o__OFGB1456|f__FGB1456																		0.21102														
k__Bacteria|p__Firmicutes|c__CFGB2832|o__OFGB2832|f__FGB2832																		0.21034														
k__Bacteria|p__Firmicutes|c__CFGB1788|o__OFGB1788|f__FGB1788																		0.09565														
k__Bacteria|p__Firmicutes|c__CFGB1289|o__OFGB1289|f__FGB1289																		0.04248			0.19373											
k__Bacteria|p__Firmicutes|c__CFGB1462|o__OFGB1462|f__FGB1462																		0.00806														
k__Bacteria|p__Firmicutes|c__CFGB9612|o__OFGB9612|f__FGB9612																		0.00649														
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified																		0.00453							0.00417				0.00046			
k__Bacteria|p__Firmicutes|c__CFGB2897|o__OFGB2897|f__FGB2897																		0.00427														
k__Bacteria|p__Verrucomicrobia|c__CFGB6128|o__OFGB6128|f__FGB6128																		0.00018														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB41366																		1.77857														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9592																		0.78311														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4671																		0.60456				0.00345										
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__GGB260																		0.54178														
k__Bacteria|p__Firmicutes|c__CFGB1281|o__OFGB1281|f__FGB1281|g__GGB3095																		0.40353								0.00913						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__GGB3725																		0.3415														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4771																		0.27418														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9702																		0.23286														
k__Bacteria|p__Firmicutes|c__CFGB1456|o__OFGB1456|f__FGB1456|g__GGB3654																		0.21102														
k__Bacteria|p__Firmicutes|c__CFGB2832|o__OFGB2832|f__FGB2832|g__GGB9054																		0.21034														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9671																		0.19815														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3617																		0.18877				0.09445										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3623																		0.15774														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9696																		0.096			0.02466	0.02356							0.0014			
k__Bacteria|p__Firmicutes|c__CFGB1788|o__OFGB1788|f__FGB1788|g__GGB4751																		0.09565														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9645																		0.0802														
k__Bacteria|p__Firmicutes|c__CFGB1289|o__OFGB1289|f__FGB1289|g__GGB3106																		0.04248			0.19373											
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutales_unclassified|g__GGB6127																		0.03838														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4603																		0.03587											0.01004			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Fenollaria																		0.03409									0.00222		0.00749			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9701																		0.03319														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9058																		0.0289														
k__Bacteria|p__Bacteroidetes|c__CFGB618|o__OFGB618|f__FGB618|g__GGB1455																		0.02532											0.00688			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Cryptoclostridium																		0.01072														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Extibacter																		0.00923														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4667																		0.00808														
k__Bacteria|p__Firmicutes|c__CFGB1462|o__OFGB1462|f__FGB1462|g__GGB3673																		0.00806														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9686																		0.00745														
k__Bacteria|p__Firmicutes|c__CFGB9612|o__OFGB9612|f__FGB9612|g__GGB45495																		0.00649														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4638																		0.00595														
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium																		0.00506														
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__Ezakiella																		0.00453							0.00417				0.00046			
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1215																		0.00451											0.08189			
k__Bacteria|p__Firmicutes|c__CFGB2897|o__OFGB2897|f__FGB2897|g__GGB9209																		0.00427														
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus																		0.00365														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9610																		0.00173														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9622																		0.00149														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Levyella																		0.00079							0.00044				5e-05			
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4773																		0.00042		0.19868	0.00784					0.02258						
k__Bacteria|p__Verrucomicrobia|c__CFGB6128|o__OFGB6128|f__FGB6128|g__GGB52930																		0.00018														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB41366|s__GGB41366_SGB58424																		1.77857														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB13966																		1.68945														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9592|s__GGB9592_SGB15014																		0.78311														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4671|s__GGB4671_SGB6460																		0.60456				0.00345										
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__GGB260|s__GGB260_SGB362																		0.54178														
k__Bacteria|p__Firmicutes|c__CFGB1281|o__OFGB1281|f__FGB1281|g__GGB3095|s__GGB3095_SGB4103																		0.40353								0.00913						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB20792																		0.40065														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__GGB3725|s__GGB3725_SGB5055																		0.3415														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_unclassified_SGB6493																		0.32121														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4771|s__GGB4771_SGB6605																		0.27418														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9702|s__GGB9702_SGB15220																		0.23286														
k__Bacteria|p__Firmicutes|c__CFGB1456|o__OFGB1456|f__FGB1456|g__GGB3654|s__GGB3654_SGB4965																		0.21102														
k__Bacteria|p__Firmicutes|c__CFGB2832|o__OFGB2832|f__FGB2832|g__GGB9054|s__GGB9054_SGB13959																		0.21034														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9671|s__GGB9671_SGB15169																		0.19815														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3617|s__GGB3617_SGB4891																		0.18877				0.09445										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3623|s__GGB3623_SGB4900																		0.15774														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_unclassified_SGB6422																		0.11536		0.03115		0.00849								0.3388		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9696|s__GGB9696_SGB15212																		0.096			0.02466	0.02356							0.0014			
k__Bacteria|p__Firmicutes|c__CFGB1788|o__OFGB1788|f__FGB1788|g__GGB4751|s__GGB4751_SGB6580																		0.09565														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9645|s__GGB9645_SGB15122																		0.0802														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB6317																		0.06964														
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa																		0.05454														
k__Bacteria|p__Firmicutes|c__CFGB1289|o__OFGB1289|f__FGB1289|g__GGB3106|s__GGB3106_SGB4115																		0.04248			0.19373											
